X,Y,kom,stan,typ,stav,ku,NAZ_CZNUTS3
12.52881,49.64369,D5,"150,6", ,řešeno,Střeble,Plzeňský kraj
12.52426,49.64318,D5,"150,81", ,není RZ,Střeble,Plzeňský kraj
13.22749,49.70677,D5,"92.785",most,řešeno,Úherce u Nýřan,Plzeňský kraj
13.21609,49.70489,D5,"93.63",most,řešeno,Úherce u Nýřan,Plzeňský kraj
13.2159,49.70489,D5,"93.731",most,řešeno,Úherce u Nýřan,Plzeňský kraj
13.1349,49.71566,D5,"99.961",most,řešeno,Přehýšov,Plzeňský kraj
13.07672,49.72082,D5,"104.427",most,řešeno,Vlkýš,Plzeňský kraj
13.65415,49.77052,D5,"55.899", ,odstraněno, ,Plzeňský kraj
13.67835,49.77915,D5,"53.893", ,odstraněno,Holoubkov,Plzeňský kraj
13.68899,49.78122,D5,"53.089",most,odstraněno,Holoubkov,Plzeňský kraj
13.62879,49.75874,D5,"58.155", ,odstraněno,Borek u Rokycan,Plzeňský kraj
13.70235,49.78189,D5,"52.069", ,odstraněno,Holoubkov,Plzeňský kraj
13.69054,49.78156,D5,"52.926", ,odstraněno,Holoubkov,Plzeňský kraj
13.65238,49.76996,D5,"55.992", ,odstraněno, ,Plzeňský kraj
13.60639,49.7561,D5,"59.718", ,odstraněno,Rokycany,Plzeňský kraj
13.68916,49.78124,D5,"53.023",most,odstraněno,Holoubkov,Plzeňský kraj
12.7228,49.72485,D5,"132.99",most,odstraněno,Mchov,Plzeňský kraj
12.96929,49.70434,D5,"112.694",most,řešeno,Kladruby u Stříbra,Plzeňský kraj
12.86298,49.73416,D5,"121.15",most,řešeno,Holostřevy,Plzeňský kraj
12.79869,49.75008,D5,"126.499",most,řešeno,Kurojedy,Plzeňský kraj
12.55744,49.65978,D5,"147.664",most,odstraněno,Rozvadov,Plzeňský kraj
12.58594,49.66851,D5,"145.324",most,odstraněno,Svatá Kateřina u Rozvadova,Plzeňský kraj
12.55754,49.6598,D5,"147.646",most,odstraněno,Rozvadov,Plzeňský kraj
12.59529,49.67589,D5,"144.22", ,řešeno,Svatá Kateřina u Rozvadova,Plzeňský kraj
12.59879,49.67805,D5,"143.889", ,řešeno,Svatá Kateřina u Rozvadova,Plzeňský kraj
12.60463,49.67951,D5,"143.504", ,řešeno,Svatá Kateřina u Rozvadova,Plzeňský kraj
12.65527,49.68704,D5,"139.567",most,odstraněno,Újezd pod Přimdou,Plzeňský kraj
12.75588,49.74094,D5,"129.784", ,řešeno,Ostrov u Tachova,Plzeňský kraj
12.77723,49.74897,"21","0.373", ,řešeno,Ostrov u Tachova,Plzeňský kraj
12.7775,49.74854,"21","0.309", ,řešeno,Ostrov u Tachova,Plzeňský kraj
12.77828,49.74828,D5,"0.154",Oplocení,odstraněno,Ostrov u Tachova,Plzeňský kraj
12.8894,49.72514,D5,"118.997",most,řešeno,Benešovice,Plzeňský kraj
13.07515,49.72142,D5,"104.419", ,řešeno,Vlkýš,Plzeňský kraj
13.24873,49.71008,D5,"91.197",most,řešeno,Líně,Plzeňský kraj
13.58706,49.75351,D5,"61.226", ,odstraněno,Rokycany,Plzeňský kraj
13.58738,49.75342,D5,"61.2", ,řešeno,Rokycany,Plzeňský kraj
13.58772,49.75341,D5,"61.164", ,není RZ,Rokycany,Plzeňský kraj
13.5894,49.75361,D5,"61.056", ,není RZ,Rokycany,Plzeňský kraj
13.5914,49.75401,D5,"60.908",pilon,odstraněno,Rokycany,Plzeňský kraj
12.59763,49.67679,D5,"144.034",totem,není RZ,Svatá Kateřina u Rozvadova,Plzeňský kraj
12.52803,49.64391,D5,"150.534",totem,není RZ,Střeble,Plzeňský kraj
12.52804,49.64368,D5,"150.72", ,není RZ,Střeble,Plzeňský kraj
12.53098,49.64747,D5,"150.098",Budova,není RZ,Střeble,Plzeňský kraj
12.53315,49.64923,D5,"149.831",totem,není RZ,Střeble,Plzeňský kraj
12.5952,49.67576,D5,"144.249",Budova,řešeno,Svatá Kateřina u Rozvadova,Plzeňský kraj
12.59514,49.67582,D5,"144.242",Budova,řešeno,Svatá Kateřina u Rozvadova,Plzeňský kraj
12.59677,49.67638,D5,"144.107", ,není RZ,Svatá Kateřina u Rozvadova,Plzeňský kraj
12.59822,49.67696,D5,"143.956", ,není RZ,Svatá Kateřina u Rozvadova,Plzeňský kraj
12.60051,49.6765,D5,"143.8", ,není RZ,Svatá Kateřina u Rozvadova,Plzeňský kraj
12.5953,49.67498,D5,"144", ,řešeno,Svatá Kateřina u Rozvadova,Plzeňský kraj
12.59837,49.67447,D5,"144", ,řešeno,Svatá Kateřina u Rozvadova,Plzeňský kraj
12.6025,49.67843,D5,"143.66",totem,není RZ,Svatá Kateřina u Rozvadova,Plzeňský kraj
12.60284,49.67847,D5,"143.61",totem,není RZ,Svatá Kateřina u Rozvadova,Plzeňský kraj
12.84055,49.74656,D5,"123.34", ,není RZ,Málkovice,Plzeňský kraj
12.84401,49.74538,D5,"123.008", ,není RZ,Málkovice,Plzeňský kraj
13.324,49.67667,D5,"83.891",totem,odstraněno,Šlovice u Plzně,Plzeňský kraj
13.3316,49.67829,D5,"83.217",totem,odstraněno,Šlovice u Plzně,Plzeňský kraj
13.59119,49.7538,D5,"60.921", ,není RZ,Rokycany,Plzeňský kraj
13.61922,49.75771,D5,"58.802", ,odstraněno,Borek u Rokycan,Plzeňský kraj
13.6184,49.75764,D5,"58.836", ,není RZ,Borek u Rokycan,Plzeňský kraj
13.61867,49.75756,D5,"58.836",pilon,dílčí odstranění,Borek u Rokycan,Plzeňský kraj
13.61538,49.75736,D5,"59.07",pilon,odstraněno,Borek u Rokycan,Plzeňský kraj
13.61503,49.75726,D5,"59.108", ,není RZ,Borek u Rokycan,Plzeňský kraj
13.68912,49.78109,D5,"53.084",most,není RZ,Holoubkov,Plzeňský kraj
13.76892,49.82086,D5,"45,263",most,odstraněno,Cekov,Plzeňský kraj
13.76902,49.82073,D5,"45,32",most,odstraněno,Cekov,Plzeňský kraj
13.7421,49.79517,D5,"48,85", ,řešeno,Mýto v Čechách,Plzeňský kraj
13.71979,49.78661,D5,"50,725",pilon,odstraněno,Mýto v Čechách,Plzeňský kraj
13.2809,49.70866,D5,"88,95",most,řešeno,Líně,Plzeňský kraj
13.27795,49.70944,D5,"89,07",most,řešeno,Líně,Plzeňský kraj
13.27786,49.70944,D5,"89,18",most,řešeno,Líně,Plzeňský kraj
13.24862,49.71006,D5,"91,31",most,řešeno,Líně,Plzeňský kraj
13.22733,49.70669,D5,"92,88",most,řešeno,Úherce u Nýřan,Plzeňský kraj
13.21875,49.70555,D5,"93,43",pilon,řešeno,Úherce u Nýřan,Plzeňský kraj
13.13463,49.7157,D5,"100,08",most,řešeno,Přehýšov,Plzeňský kraj
13.04031,49.70709,D5,"107,5",most,řešeno,Ostrov u Stříbra,Plzeňský kraj
13.04016,49.70701,D5,"107,55",most,řešeno,Ostrov u Stříbra,Plzeňský kraj
12.96912,49.70435,D5,"112,7",most,řešeno,Kladruby u Stříbra,Plzeňský kraj
12.90599,49.71964,D5,"117,63",most,řešeno,Benešovice,Plzeňský kraj
12.90589,49.71964,D5,"117,69",most,řešeno,Benešovice,Plzeňský kraj
12.89747,49.72359,D5,"118,47", ,řešeno,Benešovice,Plzeňský kraj
12.88918,49.7252,D5,"119,07",most,řešeno,Benešovice,Plzeňský kraj
12.86291,49.73419,D5,"121,22",most,řešeno,Holostřevy,Plzeňský kraj
12.72282,49.72493,D5,"132,98",most,odstraněno,Mchov,Plzeňský kraj
12.71085,49.71511,D5,"134,38",most,odstraněno,Lužná u Boru,Plzeňský kraj
12.71076,49.71502,D5,"134,39",most,odstraněno,Lužná u Boru,Plzeňský kraj
13.12257,49.71831,D5,"100,9", ,řešeno,Přehýšov,Plzeňský kraj
12.59602,49.67529,D5,"144,3", ,řešeno,Svatá Kateřina u Rozvadova,Plzeňský kraj
12.79881,49.75012,D5,"126,45",most,řešeno,Kurojedy,Plzeňský kraj
13.68907,49.78117,D5,"53.089",most,řešeno,Holoubkov,Plzeňský kraj
13.68911,49.7813,D5,"53.023",most,řešeno,Holoubkov,Plzeňský kraj
12.28163,50.15386,"64","4.82", ,řešeno,Hazlov,Karlovarský kraj
12.3194,50.16266,"21","59.934", ,řešeno,Vojtanov,Karlovarský kraj
12.94754,50.32397,"25","0.443", ,odstraněno,Dolní Žďár u Ostrova,Karlovarský kraj
12.27135,50.08884,"6","165.333", ,řešeno,Pomezí nad Ohří,Karlovarský kraj
12.69256,49.91516,"21","22.15", ,řešeno,Trstěnice u Mariánských Lázní,Karlovarský kraj
12.46421,50.08423,"21","49.849", ,řešeno,Dřenice u Chebu,Karlovarský kraj
12.46841,50.08409,"21","49.55", ,řešeno,Dřenice u Chebu,Karlovarský kraj
12.46788,50.08402,"21","49.588", ,řešeno,Dřenice u Chebu,Karlovarský kraj
12.46375,50.08437,"21","49.885", ,řešeno,Potočiště,Karlovarský kraj
12.49125,50.07955,"21","47.599", ,řešeno,Lipoltov,Karlovarský kraj
12.54987,50.02155,"21","39.125", ,řešeno,Dolní Žandov,Karlovarský kraj
12.53287,50.03444,"21","41.154", ,řešeno,Dolní Žandov,Karlovarský kraj
12.35377,50.12905,"21","55.243", ,řešeno,Horní Lomany,Karlovarský kraj
12.35337,50.12915,"21","55.273", ,řešeno,Horní Lomany,Karlovarský kraj
12.35296,50.12937,"21","55.311", ,řešeno,Horní Lomany,Karlovarský kraj
12.35129,50.13004,"21","55.452", ,řešeno,Horní Lomany,Karlovarský kraj
12.3399,50.13325,"21","56.351", ,řešeno,Horní Lomany,Karlovarský kraj
12.33441,50.14096,"21","57.294", ,řešeno,Horní Lomany,Karlovarský kraj
12.31634,50.16614,"21","60.381", ,řešeno,Vojtanov,Karlovarský kraj
12.31509,50.16726,"21","60.538", ,řešeno,Vojtanov,Karlovarský kraj
12.31791,50.16452,"21","60.167", ,řešeno,Vojtanov,Karlovarský kraj
12.3361,50.13822,"21","56.966", ,řešeno,Horní Lomany,Karlovarský kraj
12.3391,50.13419,"21","56.469", ,řešeno,Horní Lomany,Karlovarský kraj
12.34124,50.13294,"21","56.242", ,řešeno,Horní Lomany,Karlovarský kraj
12.35309,50.12927,"21","55.298", ,řešeno,Horní Lomany,Karlovarský kraj
12.35477,50.12841,"21","55.144", ,řešeno,Horní Lomany,Karlovarský kraj
12.26058,50.08657,"6","166.185", ,řešeno,Pomezí nad Ohří,Karlovarský kraj
12.26089,50.08657,"6","166.162", ,řešeno,Pomezí nad Ohří,Karlovarský kraj
12.26148,50.0867,"6","166.121", ,řešeno,Pomezí nad Ohří,Karlovarský kraj
12.26251,50.08628,"6","166.046", ,řešeno,Pomezí nad Ohří,Karlovarský kraj
12.3375,50.13367,"64","0.174", ,řešeno,Horní Lomany,Karlovarský kraj
12.33911,50.13328,"64","0.051", ,řešeno,Horní Lomany,Karlovarský kraj
12.3378,50.13356,"64","0.149", ,řešeno,Horní Lomany,Karlovarský kraj
12.33521,50.13413,"64","0.345", ,řešeno,Horní Lomany,Karlovarský kraj
12.31516,50.14011,"64","1.965", ,řešeno,Mýtinka u Poustky,Karlovarský kraj
12.30345,50.14399,"64","2.907", ,řešeno,Mýtinka u Poustky,Karlovarský kraj
12.28137,50.15385,"64","4.837", ,řešeno,Hazlov,Karlovarský kraj
12.27248,50.15621,"64","5.567", ,řešeno,Hazlov,Karlovarský kraj
12.27201,50.15678,"64","5.637", ,řešeno,Hazlov,Karlovarský kraj
12.26117,50.17043,"64","7.396", ,řešeno,Skalka u Hazlova,Karlovarský kraj
12.26039,50.17111,"64","7.472", ,řešeno,Skalka u Hazlova,Karlovarský kraj
12.21722,50.19324,"64","11.611", ,řešeno,Nový Žďár,Karlovarský kraj
12.17365,50.21675,"64","15.828", ,řešeno,Aš,Karlovarský kraj
12.17275,50.21614,"64","15.917", ,řešeno,Aš,Karlovarský kraj
12.17168,50.2155,"64","16.025", ,řešeno,Aš,Karlovarský kraj
12.17228,50.21585,"64","15.962", ,řešeno,Aš,Karlovarský kraj
12.27692,50.15465,"64","5.168", ,řešeno,Hazlov,Karlovarský kraj
12.2704,50.1611,"64","6.132", ,řešeno,Hazlov,Karlovarský kraj
12.26086,50.17099,"64","7.459", ,řešeno,Skalka u Hazlova,Karlovarský kraj
12.23064,50.1903,"64","10.6", ,řešeno,Nebesa,Karlovarský kraj
12.21711,50.1937,"64","11.639", ,řešeno,Nový Žďár,Karlovarský kraj
12.21635,50.19394,"64","0.005", ,řešeno,Nový Žďár,Karlovarský kraj
12.17098,50.21421,"64","16.187", ,řešeno,Aš,Karlovarský kraj
12.17068,50.21379,"64","16.236", ,řešeno,Aš,Karlovarský kraj
12.17068,50.21277,"64","16.35", ,řešeno,Aš,Karlovarský kraj
12.17075,50.21275,"64","16.349", ,řešeno,Aš,Karlovarský kraj
12.17097,50.21321,"64","16.298", ,řešeno,Aš,Karlovarský kraj
12.17113,50.21349,"64","16.268", ,řešeno,Aš,Karlovarský kraj
12.17128,50.21529,"64","16.065", ,řešeno,Aš,Karlovarský kraj
12.17147,50.21542,"64","16.043", ,řešeno,Aš,Karlovarský kraj
12.17155,50.21562,"64","16.022", ,řešeno,Aš,Karlovarský kraj
12.17239,50.21605,"64","15.944", ,řešeno,Aš,Karlovarský kraj
12.28096,50.15405,"64","4.873", ,řešeno,Hazlov,Karlovarský kraj
12.27038,50.16238,"64","6.273", ,řešeno,Hazlov,Karlovarský kraj
12.27045,50.162,"64","6.231", ,řešeno,Hazlov,Karlovarský kraj
12.2798,50.15458,"64","4.966", ,řešeno,Hazlov,Karlovarský kraj
12.28199,50.15392,"64","4.802", ,řešeno,Hazlov,Karlovarský kraj
12.28229,50.15354,"64","4.76", ,řešeno,Hazlov,Karlovarský kraj
12.3027,50.14433,"64","2.973", ,řešeno,Mýtinka u Poustky,Karlovarský kraj
12.32181,50.13695,"64","1.354", ,řešeno,Mýtinka u Poustky,Karlovarský kraj
12.32195,50.13694,"64","1.344", ,řešeno,Mýtinka u Poustky,Karlovarský kraj
12.37141,50.11972,"21","53.598", ,řešeno,Františkovy Lázně,Karlovarský kraj
12.36797,50.12242,"21","53.987", ,řešeno,Františkovy Lázně,Karlovarský kraj
12.37202,50.11898,"21","53.504", ,řešeno,Františkovy Lázně,Karlovarský kraj
12.3651,50.12378,"21","54.244", ,řešeno,Františkovy Lázně,Karlovarský kraj
12.34308,50.1325,"21","56.102", ,řešeno,Horní Lomany,Karlovarský kraj
12.33902,50.13406,"21","56.458", ,řešeno,Horní Lomany,Karlovarský kraj
12.3432,50.13264,"21","56.098", ,řešeno,Horní Lomany,Karlovarský kraj
12.34639,50.13182,"21","55.854", ,řešeno,Horní Lomany,Karlovarský kraj
12.34835,50.13119,"21","55.697", ,řešeno,Horní Lomany,Karlovarský kraj
12.58701,49.99665,"21","35.194", ,řešeno,Stará Voda u Mariánských Lázní,Karlovarský kraj
12.68181,49.91754,"21","22.966", ,řešeno,Trstěnice u Mariánských Lázní,Karlovarský kraj
12.68077,49.9177,"21","23.042", ,řešeno,Trstěnice u Mariánských Lázní,Karlovarský kraj
12.26187,50.08671,"6","166.092", ,řešeno,Pomezí nad Ohří,Karlovarský kraj
12.26238,50.08655,"6","166.056", ,řešeno,Pomezí nad Ohří,Karlovarský kraj
12.26158,50.08651,"6","166.112", ,řešeno,Pomezí nad Ohří,Karlovarský kraj
12.26106,50.08657,"6","166.15", ,řešeno,Pomezí nad Ohří,Karlovarský kraj
12.26075,50.08655,"6","166.172", ,řešeno,Pomezí nad Ohří,Karlovarský kraj
12.266,50.08653,"6","165.792", ,řešeno,Pomezí nad Ohří,Karlovarský kraj
12.2666,50.08666,"6","165.753", ,řešeno,Pomezí nad Ohří,Karlovarský kraj
12.70198,49.91205,"21","21.381", ,řešeno,Trstěnice u Mariánských Lázní,Karlovarský kraj
12.1715,50.21555,"64","16.031", ,řešeno,Aš,Karlovarský kraj
12.17063,50.21251,"64","16.375", ,řešeno,Aš,Karlovarský kraj
13.02852,50.33573,"13","18.403", ,řešeno,Krásný Les,Karlovarský kraj
12.93367,50.40908,"25","0.007", ,řešeno,Boží Dar,Karlovarský kraj
12.93582,50.41076,"25","13.602", ,řešeno,Boží Dar,Karlovarský kraj
12.93385,50.40963,"25","13.413", ,řešeno,Boží Dar,Karlovarský kraj
12.93529,50.41033,"25","13.543", ,řešeno,Boží Dar,Karlovarský kraj
12.92658,50.40829,"25","12.883", ,řešeno,Boží Dar,Karlovarský kraj
12.92516,50.40822,"25","12.78", ,řešeno,Boží Dar,Karlovarský kraj
12.90464,50.38901,"25","9.994", ,řešeno,Jáchymov,Karlovarský kraj
12.93467,50.35707,"25","4.486", ,řešeno,Jáchymov,Karlovarský kraj
12.9341,50.35685,"25","4.441", ,řešeno,Jáchymov,Karlovarský kraj
12.93266,50.35448,"25","4.149", ,řešeno,Jáchymov,Karlovarský kraj
12.93436,50.34504,"25","3.044", ,řešeno,Horní Žďár u Ostrova,Karlovarský kraj
12.94732,50.32948,"25","1.057", ,řešeno,Dolní Žďár u Ostrova,Karlovarský kraj
12.94742,50.32879,"25","0.981", ,řešeno,Dolní Žďár u Ostrova,Karlovarský kraj
12.94748,50.32715,"25","0.798", ,řešeno,Dolní Žďár u Ostrova,Karlovarský kraj
12.94754,50.32422,"25","0.469", ,řešeno,Dolní Žďár u Ostrova,Karlovarský kraj
12.88895,50.23907,"6","112.965", ,řešeno,Drahovice,Karlovarský kraj
12.98239,50.33281,"13","14.499", ,řešeno,Květnová,Karlovarský kraj
13.0287,50.33581,"13","18.412", ,řešeno,Krásný Les,Karlovarský kraj
13.08401,50.36492,"13","24.97", ,řešeno,Boč,Karlovarský kraj
13.08463,50.36489,"13","24.976", ,řešeno,Boč,Karlovarský kraj
12.93833,50.28137,"13","6.531", ,řešeno,Nová Víska u Ostrova,Karlovarský kraj
12.93914,50.28014,"13","6.385", ,řešeno,Nová Víska u Ostrova,Karlovarský kraj
12.93829,50.28171,"13","6.567", ,řešeno,Nová Víska u Ostrova,Karlovarský kraj
13.02931,50.33716,"13","18.56", ,řešeno,Krásný Les,Karlovarský kraj
13.08434,50.36632,"13","25.127", ,řešeno,Boč,Karlovarský kraj
13.08475,50.36651,"13","25.152", ,řešeno,Boč,Karlovarský kraj
13.01076,50.3325,"13","16.643", ,řešeno,Krásný Les,Karlovarský kraj
12.98182,50.33217,"13","14.421", ,řešeno,Květnová,Karlovarský kraj
12.90051,50.24508,"13","1.399", ,řešeno,Všeborovice,Karlovarský kraj
12.89894,50.24446,"13","1.267", ,řešeno,Všeborovice,Karlovarský kraj
12.89616,50.24382,"13","1.055", ,řešeno,Všeborovice,Karlovarský kraj
12.89754,50.23806,"6","112.351", ,odstraněno,Drahovice,Karlovarský kraj
12.89708,50.23766,"6","112.356", ,řešeno,Drahovice,Karlovarský kraj
12.89402,50.23917,"6","112.614", ,řešeno,Drahovice,Karlovarský kraj
12.89493,50.23835,"6","112.527", ,řešeno,Drahovice,Karlovarský kraj
12.89672,50.23744,"6","112.366", ,řešeno,Drahovice,Karlovarský kraj
12.89854,50.2369,"6","112.221", ,řešeno,Drahovice,Karlovarský kraj
12.91519,50.21647,"6","108.513", ,řešeno,Olšová Vrata,Karlovarský kraj
12.92442,50.21161,"6","107.042", ,řešeno,Olšová Vrata,Karlovarský kraj
12.93133,50.21141,"6","106.546", ,řešeno,Olšová Vrata,Karlovarský kraj
12.93205,50.21138,"6","106.494", ,řešeno,Olšová Vrata,Karlovarský kraj
12.95116,50.20454,"6","104.923", ,řešeno,Andělská Hora,Karlovarský kraj
12.96026,50.20018,"6","104.109", ,řešeno,Andělská Hora,Karlovarský kraj
12.98091,50.18779,"6","102.08", ,řešeno,Žalmanov,Karlovarský kraj
13.04203,50.15408,"6","96.304", ,řešeno,Bochov,Karlovarský kraj
13.09795,50.14223,"6","92.049", ,řešeno,Herstošice,Karlovarský kraj
13.19858,50.13607,"6","84.516", ,řešeno,Skřipová,Karlovarský kraj
13.13141,50.13314,"6","89.363", ,řešeno,Knínice u Žlutic,Karlovarský kraj
13.20733,50.13554,"6","83.9", ,řešeno,Skřipová,Karlovarský kraj
13.11927,50.13528,"6","90.285", ,řešeno,Knínice u Žlutic,Karlovarský kraj
13.10084,50.14184,"6","91.838", ,řešeno,Herstošice,Karlovarský kraj
13.0557,50.1487,"6","95.158", ,řešeno,Bochov,Karlovarský kraj
13.05478,50.14888,"6","95.225", ,řešeno,Bochov,Karlovarský kraj
13.05422,50.14909,"6","95.269", ,řešeno,Bochov,Karlovarský kraj
13.0506,50.15076,"6","95.589", ,řešeno,Bochov,Karlovarský kraj
12.97445,50.19239,"6","102.769", ,řešeno,Žalmanov,Karlovarský kraj
12.96136,50.20037,"6","104.056", ,řešeno,Andělská Hora,Karlovarský kraj
12.8946,50.23825,"6","112.545", ,řešeno,Drahovice,Karlovarský kraj
12.95863,50.20149,"6","104.288", ,řešeno,Andělská Hora,Karlovarský kraj
12.954,50.20308,"6","104.662", ,řešeno,Andělská Hora,Karlovarský kraj
12.89547,50.23825,"6","112.488", ,řešeno,Drahovice,Karlovarský kraj
12.89313,50.23856,"6","112.658", ,řešeno,Drahovice,Karlovarský kraj
12.86065,50.23161,"6","115.349", ,řešeno,Rybáře,Karlovarský kraj
12.81502,50.21727,"20","0.716", ,řešeno,Tašovice,Karlovarský kraj
12.81158,50.21853,"20","0.433", ,řešeno,Jenišov,Karlovarský kraj
12.81776,50.21595,"20","0.962", ,odstraněno,Tašovice,Karlovarský kraj
12.81579,50.21692,"20","0.784", ,řešeno,Tašovice,Karlovarský kraj
12.81838,50.21551,"20","1.028", ,řešeno,Tašovice,Karlovarský kraj
12.82214,50.21352,"20","1.378", ,řešeno,Tašovice,Karlovarský kraj
12.35191,50.12976,"21","55.398", ,řešeno,Horní Lomany,Karlovarský kraj
12.46331,50.09232,D6,"150.376",Budova,není RZ,Obilná,Karlovarský kraj
12.46413,50.0946,D6,"150.078", ,řešeno,Potočiště,Karlovarský kraj
12.48474,50.10208,D6,"148.447",Budova,řešeno,Odrava,Karlovarský kraj
12.48674,50.10312,D6,"148.25", ,řešeno,Odrava,Karlovarský kraj
12.80669,50.22153,D6,"0.005", ,řešeno,Jenišov,Karlovarský kraj
12.83235,50.23117,"6","117.561", ,řešeno,Dvory,Karlovarský kraj
12.44919,50.08688,D6,"151,5", ,řešeno,Potočiště,Karlovarský kraj
12.61226,50.14121,D6,"137,495", ,řešeno,Rudolec u Březové,Karlovarský kraj
13.6746,50.50378,"13","75.71", ,řešeno,Most II,Ústecký kraj
13.66192,50.50805,"13","74.698", ,řešeno,Most II,Ústecký kraj
13.48554,50.14044,"6","62.948", ,odstraněno,Bílenec,Ústecký kraj
13.32464,50.44715,"13","45.977", ,řešeno,Málkov u Chomutova,Ústecký kraj
13.68829,50.50367,"13","76.702", ,odstraněno,Chanov,Ústecký kraj
13.69131,50.50435,"13","76.932", ,odstraněno,Chanov,Ústecký kraj
13.30815,50.44511,"13","44.734", ,řešeno,Zelená,Ústecký kraj
13.45459,50.49075,"13","57.241", ,řešeno,Jirkov,Ústecký kraj
13.15634,50.38548,"13","31.413", ,odstraněno,Klášterec nad Ohří,Ústecký kraj
13.5711,50.38072,D7,"65.373", ,odstraněno,Minice,Ústecký kraj
13.83119,50.62149,"13","95.459", ,řešeno,Nová Ves u Teplic,Ústecký kraj
13.55304,50.38461,D7,"66.732", ,odstraněno,Vysočany u Chomutova,Ústecký kraj
13.56254,50.38263,D7,"66.019", ,odstraněno,Velemyšleves,Ústecký kraj
13.58963,50.37746,D7,"64.005", ,odstraněno,Nehasice,Ústecký kraj
13.47074,50.50823,"13","59.548", ,řešeno,Kyjice,Ústecký kraj
13.465,50.49973,"13","58.514", ,řešeno,Jirkov,Ústecký kraj
13.26376,50.42783,"13","40.985", ,odstraněno,Prunéřov,Ústecký kraj
13.20613,50.39237,"13","35.178", ,odstraněno,Miřetice u Klášterce nad Ohří,Ústecký kraj
13.11943,50.37414,"13","28.157", ,dílčí odstranění,Černýš,Ústecký kraj
13.12806,50.37346,"13","28.775", ,řešeno,Černýš,Ústecký kraj
13.2254,50.39904,"13","36.74", ,řešeno,Vernéřov,Ústecký kraj
13.23063,50.40116,"13","37.179", ,odstraněno,Vernéřov,Ústecký kraj
13.3219,50.44743,"13","45.779", ,odstraněno,Zelená,Ústecký kraj
13.3222,50.44743,"13","45.8", ,odstraněno,Zelená,Ústecký kraj
13.32378,50.44722,"13","45.915", ,odstraněno,Zelená,Ústecký kraj
13.48453,50.41207,D7,"72.559", ,odstraněno,Nezabylice,Ústecký kraj
13.93189,50.69037,"13","106.043", ,řešeno,Chabařovice,Ústecký kraj
13.97598,50.69079,"30","29.587", ,odstraněno,Všebořice,Ústecký kraj
14.0146,50.68349,"30","26.459", ,řešeno,Bukov,Ústecký kraj
13.99122,50.68651,"30","28.302", ,řešeno,Všebořice,Ústecký kraj
13.98926,50.68742,"30","28.474", ,řešeno,Všebořice,Ústecký kraj
14.02178,50.68132,"30","25.845", ,řešeno,Bukov,Ústecký kraj
13.56181,50.38224,D7,"66.092", ,odstraněno,Velemyšleves,Ústecký kraj
13.61635,50.37157,D7,"62.024", ,řešeno,Bitozeves,Ústecký kraj
14.03848,50.67364,"30","24.144", ,řešeno,Ústí nad Labem,Ústecký kraj
14.02414,50.67946,"30","25.584", ,řešeno,Bukov,Ústecký kraj
14.02573,50.67861,"30","25.437", ,řešeno,Bukov,Ústecký kraj
14.03785,50.67435,"30","24.234", ,řešeno,Ústí nad Labem,Ústecký kraj
13.81259,50.34103,"7","46.875", ,odstraněno,Cítoliby,Ústecký kraj
13.8044,50.6584,"8","26.34", ,odstraněno,DubíPozorka,Ústecký kraj
13.88603,50.66807,"13","101.94", ,odstraněno,Soběchleby u Krupky,Ústecký kraj
13.8319,50.62048,"13","95.336", ,řešeno,Nová Ves u Teplic,Ústecký kraj
13.81311,50.6045,"13","92.676", ,odstraněno,Křemýž,Ústecký kraj
13.81246,50.60409,"13","92.611", ,odstraněno,Křemýž,Ústecký kraj
14.0481,50.66091,"30","21.727", ,řešeno,Ústí nad Labem,Ústecký kraj
14.07294,50.66289,"62","1.791", ,řešeno,Krásné Březno,Ústecký kraj
14.07246,50.66301,"62","1.76", ,řešeno,Krásné Březno,Ústecký kraj
14.06783,50.66216,"62","1.413", ,řešeno,Krásné Březno,Ústecký kraj
14.06949,50.66215,"62","1.529", ,řešeno,Krásné Březno,Ústecký kraj
14.05808,50.53624,"30","3.506", ,řešeno,Malé Žernoseky,Ústecký kraj
13.51131,50.4024,"7","3.802", ,řešeno,Lažany u Chomutova,Ústecký kraj
13.72069,50.35771,"7","53.939", ,odstraněno,Březno u Loun,Ústecký kraj
13.8129,50.60435,"13","92.654", ,řešeno,Křemýž,Ústecký kraj
13.82125,50.60968,"13","93.508", ,řešeno,Kladruby u Teplic,Ústecký kraj
13.38609,50.45778,"13","50.76", ,řešeno,Chomutov II,Ústecký kraj
13.38612,50.45778,"13","50.762", ,řešeno,Chomutov II,Ústecký kraj
13.18918,50.38701,"13","33.813", ,řešeno,Miřetice u Klášterce nad Ohří,Ústecký kraj
13.18999,50.38719,"13","33.874", ,řešeno,Miřetice u Klášterce nad Ohří,Ústecký kraj
13.19095,50.38738,"13","33.945", ,řešeno,Miřetice u Klášterce nad Ohří,Ústecký kraj
13.19159,50.38755,"13","33.994", ,řešeno,Miřetice u Klášterce nad Ohří,Ústecký kraj
13.17543,50.38628,"13","32.81", ,řešeno,Klášterec nad Ohří,Ústecký kraj
13.18615,50.3865,"13","33.591", ,řešeno,Miřetice u Klášterce nad Ohří,Ústecký kraj
13.3337,50.44639,"13","46.626", ,řešeno,Málkov u Chomutova,Ústecký kraj
